listName,phase,trialIndex,cycleIndex,targetId,display,positionId,x,y,size,repetition,isBackDisplay,inputOccluded,previousDisplay,previousPositionId,previousSize,previousInputOccluded,transitionDirection,transitionType,occlusionPrevType
F,main,61,2,D1_P8_Large_R1,D1,8,0.9,0.9,Large,1,False,False,D2,3,Medium,False,D2_to_D1,crossDisplay,
F,main,62,2,D1_P5_Small_R1,D1,5,0.9,0.5,Small,1,False,False,D1,8,Large,False,D1_to_D1,sameDisplay,
F,main,64,2,D1_P6_Large_R1,D1,6,0.1,0.9,Large,1,False,False,D1,4,Medium,False,D1_to_D1,sameDisplay,
F,main,66,2,D1_P4_Small_R1,D1,4,0.5,0.5,Small,1,False,False,D1,2,Medium,False,D1_to_D1,sameDisplay,
F,main,67,2,D2_P2_Small_R1,D2,2,0.9,0.1,Small,1,True,True,D1,4,Small,False,D1_to_D2,crossDisplay,front_to_occ
F,main,68,2,D2_P3_Large_R1,D2,3,0.1,0.5,Large,1,True,False,D2,2,Small,True,D2_to_D2,sameDisplay,
F,main,69,2,D2_P1_Large_R1,D2,1,0.5,0.1,Large,1,True,True,D2,3,Large,False,D2_to_D2,sameDisplay,back_no_to_occ
F,main,70,2,D1_P1_Small_R1,D1,1,0.5,0.1,Small,1,False,False,D2,1,Large,True,D2_to_D1,crossDisplay,
F,main,71,2,D1_P4_Large_R1,D1,4,0.5,0.5,Large,1,False,False,D1,1,Small,False,D1_to_D1,sameDisplay,
F,main,72,2,D2_P4_Small_R1,D2,4,0.5,0.5,Small,1,True,False,D1,4,Large,False,D1_to_D2,crossDisplay,
F,main,73,2,D1_P6_Small_R1,D1,6,0.1,0.9,Small,1,False,False,D2,4,Small,False,D2_to_D1,crossDisplay,
F,main,75,2,D2_P8_Large_R1,D2,8,0.9,0.9,Large,1,True,False,D2,7,Medium,False,D2_to_D2,sameDisplay,
F,main,76,2,D2_P4_Large_R1,D2,4,0.5,0.5,Large,1,True,False,D2,8,Large,False,D2_to_D2,sameDisplay,
F,main,77,2,D2_P6_Large_R1,D2,6,0.1,0.9,Large,1,True,False,D2,4,Large,False,D2_to_D2,sameDisplay,
F,main,78,2,D1_P7_Small_R1,D1,7,0.5,0.9,Small,1,False,False,D2,6,Large,False,D2_to_D1,crossDisplay,
F,main,79,2,D2_P0_Large_R1,D2,0,0.1,0.1,Large,1,True,True,D1,7,Small,False,D1_to_D2,crossDisplay,front_to_occ
F,main,80,2,D2_P8_Small_R1,D2,8,0.9,0.9,Small,1,True,False,D2,0,Large,True,D2_to_D2,sameDisplay,
F,main,81,2,D1_P1_Large_R1,D1,1,0.5,0.1,Large,1,False,False,D2,8,Small,False,D2_to_D1,crossDisplay,
F,main,84,2,D2_P5_Large_R1,D2,5,0.9,0.5,Large,1,True,False,D2,0,Medium,True,D2_to_D2,sameDisplay,
F,main,88,2,D2_P1_Small_R1,D2,1,0.5,0.1,Small,1,True,True,D1,3,Medium,False,D1_to_D2,crossDisplay,front_to_occ
F,main,91,2,D2_P5_Small_R1,D2,5,0.9,0.5,Small,1,True,False,D1,8,Medium,False,D1_to_D2,crossDisplay,
F,main,93,2,D1_P5_Large_R1,D1,5,0.9,0.5,Large,1,False,False,D1,1,Medium,False,D1_to_D1,sameDisplay,
F,main,94,2,D1_P3_Large_R1,D1,3,0.1,0.5,Large,1,False,False,D1,5,Large,False,D1_to_D1,sameDisplay,
F,main,95,2,D2_P0_Small_R1,D2,0,0.1,0.1,Small,1,True,True,D1,3,Large,False,D1_to_D2,crossDisplay,front_to_occ
F,main,96,2,D1_P0_Large_R1,D1,0,0.1,0.1,Large,1,False,False,D2,0,Small,True,D2_to_D1,crossDisplay,
F,main,97,2,D1_P3_Small_R1,D1,3,0.1,0.5,Small,1,False,False,D1,0,Large,False,D1_to_D1,sameDisplay,
F,main,98,2,D2_P3_Small_R1,D2,3,0.1,0.5,Small,1,True,False,D1,3,Small,False,D1_to_D2,crossDisplay,
F,main,100,2,D1_P0_Small_R1,D1,0,0.1,0.1,Small,1,False,False,D1,5,Medium,False,D1_to_D1,sameDisplay,
F,main,101,2,D2_P7_Small_R1,D2,7,0.5,0.9,Small,1,True,False,D1,0,Small,False,D1_to_D2,crossDisplay,
F,main,102,2,D2_P6_Small_R1,D2,6,0.1,0.9,Small,1,True,False,D2,7,Small,False,D2_to_D2,sameDisplay,
F,main,103,2,D1_P7_Large_R1,D1,7,0.5,0.9,Large,1,False,False,D2,6,Small,False,D2_to_D1,crossDisplay,
F,main,105,2,D2_P7_Large_R1,D2,7,0.5,0.9,Large,1,True,False,D1,0,Medium,False,D1_to_D2,crossDisplay,
F,main,107,2,D1_P2_Small_R1,D1,2,0.9,0.1,Small,1,False,False,D1,7,Medium,False,D1_to_D1,sameDisplay,
G,training,1,1,D1_P4_Large_R0,D1,4,0.5,0.5,Large,0,False,False,,,,,,,
G,training,2,1,D2_P3_Large_R0,D2,3,0.1,0.5,Large,0,True,False,D1,4,Large,False,D1_to_D2,crossDisplay,
G,training,3,1,D2_P0_Small_R0,D2,0,0.1,0.1,Small,0,True,True,D2,3,Large,False,D2_to_D2,sameDisplay,back_no_to_occ
G,training,4,1,D1_P3_Large_R0,D1,3,0.1,0.5,Large,0,False,False,D2,0,Small,True,D2_to_D1,crossDisplay,
G,training,5,1,D2_P6_Large_R0,D2,6,0.1,0.9,Large,0,True,False,D1,3,Large,False,D1_to_D2,crossDisplay,
G,training,6,1,D2_P1_Large_R0,D2,1,0.5,0.1,Large,0,True,True,D2,6,Large,False,D2_to_D2,sameDisplay,back_no_to_occ
G,training,7,1,D1_P7_Large_R0,D1,7,0.5,0.9,Large,0,False,False,D2,1,Large,True,D2_to_D1,crossDisplay,
G,training,8,1,D2_P8_Small_R0,D2,8,0.9,0.9,Small,0,True,False,D1,7,Large,False,D1_to_D2,crossDisplay,
G,training,10,1,D2_P5_Small_R0,D2,5,0.9,0.5,Small,0,True,False,D1,3,Medium,False,D1_to_D2,crossDisplay,
G,training,12,1,D1_P6_Large_R0,D1,6,0.1,0.9,Large,0,False,False,D2,4,Medium,False,D2_to_D1,crossDisplay,
G,training,13,1,D2_P3_Small_R0,D2,3,0.1,0.5,Small,0,True,False,D1,6,Large,False,D1_to_D2,crossDisplay,
G,training,14,1,D1_P0_Large_R0,D1,0,0.1,0.1,Large,0,False,False,D2,3,Small,False,D2_to_D1,crossDisplay,
G,training,15,1,D1_P1_Large_R0,D1,1,0.5,0.1,Large,0,False,False,D1,0,Large,False,D1_to_D1,sameDisplay,
G,training,17,1,D2_P7_Large_R0,D2,7,0.5,0.9,Large,0,True,False,D2,1,Medium,True,D2_to_D2,sameDisplay,
G,training,19,1,D2_P2_Small_R0,D2,2,0.9,0.1,Small,0,True,True,D2,6,Medium,False,D2_to_D2,sameDisplay,back_no_to_occ
G,training,20,1,D1_P4_Small_R0,D1,4,0.5,0.5,Small,0,False,False,D2,2,Small,True,D2_to_D1,crossDisplay,
G,training,25,1,D1_P8_Small_R0,D1,8,0.9,0.9,Small,0,False,False,D1,4,Medium,False,D1_to_D1,sameDisplay,
G,training,27,1,D2_P2_Large_R0,D2,2,0.9,0.1,Large,0,True,True,D2,5,Medium,False,D2_to_D2,sameDisplay,back_no_to_occ
G,training,29,1,D1_P2_Large_R0,D1,2,0.9,0.1,Large,0,False,False,D1,1,Medium,False,D1_to_D1,sameDisplay,
G,training,30,1,D2_P8_Large_R0,D2,8,0.9,0.9,Large,0,True,False,D1,2,Large,False,D1_to_D2,crossDisplay,
G,training,31,1,D1_P0_Small_R0,D1,0,0.1,0.1,Small,0,False,False,D2,8,Large,False,D2_to_D1,crossDisplay,
G,training,33,1,D1_P5_Small_R0,D1,5,0.9,0.5,Small,0,False,False,D1,2,Medium,False,D1_to_D1,sameDisplay,
G,training,34,1,D2_P0_Large_R0,D2,0,0.1,0.1,Large,0,True,True,D1,5,Small,False,D1_to_D2,crossDisplay,front_to_occ
G,training,36,1,D1_P2_Small_R0,D1,2,0.9,0.1,Small,0,False,False,D2,7,Medium,False,D2_to_D1,crossDisplay,
G,training,37,1,D2_P7_Small_R0,D2,7,0.5,0.9,Small,0,True,False,D1,2,Small,False,D1_to_D2,crossDisplay,
G,training,40,1,D2_P4_Small_R0,D2,4,0.5,0.5,Small,0,True,False,D1,8,Medium,False,D1_to_D2,crossDisplay,
G,training,41,1,D1_P8_Large_R0,D1,8,0.9,0.9,Large,0,False,False,D2,4,Small,False,D2_to_D1,crossDisplay,
G,training,42,1,D1_P1_Small_R0,D1,1,0.5,0.1,Small,0,False,False,D1,8,Large,False,D1_to_D1,sameDisplay,
G,training,44,1,D2_P4_Large_R0,D2,4,0.5,0.5,Large,0,True,False,D1,7,Medium,False,D1_to_D2,crossDisplay,
G,training,45,1,D2_P6_Small_R0,D2,6,0.1,0.9,Small,0,True,False,D2,4,Large,False,D2_to_D2,sameDisplay,
G,training,47,1,D1_P6_Small_R0,D1,6,0.1,0.9,Small,0,False,False,D2,2,Medium,True,D2_to_D1,crossDisplay,
G,training,48,1,D2_P1_Small_R0,D2,1,0.5,0.1,Small,0,True,True,D1,6,Small,False,D1_to_D2,crossDisplay,front_to_occ
G,training,49,1,D2_P5_Large_R0,D2,5,0.9,0.5,Large,0,True,False,D2,1,Small,True,D2_to_D2,sameDisplay,
G,training,50,1,D1_P7_Small_R0,D1,7,0.5,0.9,Small,0,False,False,D2,5,Large,False,D2_to_D1,crossDisplay,
G,training,51,1,D1_P5_Large_R0,D1,5,0.9,0.5,Large,0,False,False,D1,7,Small,False,D1_to_D1,sameDisplay,
G,training,54,1,D1_P3_Small_R0,D1,3,0.1,0.5,Small,0,False,False,D1,5,Medium,False,D1_to_D1,sameDisplay,
G,training,55,2,D1_P4_Large_R1,D1,4,0.5,0.5,Large,1,False,False,D1,3,Small,False,D1_to_D1,sameDisplay,
G,training,57,2,D1_P0_Large_R1,D1,0,0.1,0.1,Large,1,False,False,D1,3,Medium,False,D1_to_D1,sameDisplay,
G,training,58,2,D1_P3_Large_R1,D1,3,0.1,0.5,Large,1,False,False,D1,0,Large,False,D1_to_D1,sameDisplay,
G,training,60,2,D1_P2_Small_R1,D1,2,0.9,0.1,Small,1,False,False,D1,6,Medium,False,D1_to_D1,sameDisplay,
G,training,62,2,D1_P3_Small_R1,D1,3,0.1,0.5,Small,1,False,False,D2,6,Medium,False,D2_to_D1,crossDisplay,
G,training,63,2,D2_P5_Large_R1,D2,5,0.9,0.5,Large,1,True,False,D1,3,Small,False,D1_to_D2,crossDisplay,
G,training,66,2,D2_P6_Small_R1,D2,6,0.1,0.9,Small,1,True,False,D1,4,Medium,False,D1_to_D2,crossDisplay,
G,training,67,2,D2_P8_Large_R1,D2,8,0.9,0.9,Large,1,True,False,D2,6,Small,False,D2_to_D2,sameDisplay,
G,training,68,2,D1_P7_Large_R1,D1,7,0.5,0.9,Large,1,False,False,D2,8,Large,False,D2_to_D1,crossDisplay,
G,training,71,2,D2_P8_Small_R1,D2,8,0.9,0.9,Small,1,True,False,D2,2,Medium,True,D2_to_D2,sameDisplay,
G,training,72,2,D1_P4_Small_R1,D1,4,0.5,0.5,Small,1,False,False,D2,8,Small,False,D2_to_D1,crossDisplay,
G,training,74,2,D1_P2_Large_R1,D1,2,0.9,0.1,Large,1,False,False,D1,7,Medium,False,D1_to_D1,sameDisplay,
G,training,75,2,D1_P1_Small_R1,D1,1,0.5,0.1,Small,1,False,False,D1,2,Large,False,D1_to_D1,sameDisplay,
G,training,76,2,D2_P3_Large_R1,D2,3,0.1,0.5,Large,1,True,False,D1,1,Small,False,D1_to_D2,crossDisplay,
G,training,78,2,D1_P6_Large_R1,D1,6,0.1,0.9,Large,1,False,False,D2,1,Medium,True,D2_to_D1,crossDisplay,
G,training,79,2,D2_P1_Small_R1,D2,1,0.5,0.1,Small,1,True,True,D1,6,Large,False,D1_to_D2,crossDisplay,front_to_occ
G,training,81,2,D2_P0_Small_R1,D2,0,0.1,0.1,Small,1,True,True,D2,5,Medium,False,D2_to_D2,sameDisplay,back_no_to_occ
G,training,82,2,D1_P5_Large_R1,D1,5,0.9,0.5,Large,1,False,False,D2,0,Small,True,D2_to_D1,crossDisplay,
G,training,84,2,D2_P0_Large_R1,D2,0,0.1,0.1,Large,1,True,True,D2,3,Medium,False,D2_to_D2,sameDisplay,back_no_to_occ
G,training,85,2,D1_P5_Small_R1,D1,5,0.9,0.5,Small,1,False,False,D2,0,Large,True,D2_to_D1,crossDisplay,
G,training,86,2,D2_P5_Small_R1,D2,5,0.9,0.5,Small,1,True,False,D1,5,Small,False,D1_to_D2,crossDisplay,
G,training,88,2,D1_P8_Small_R1,D1,8,0.9,0.9,Small,1,False,False,D1,5,Medium,False,D1_to_D1,sameDisplay,
G,training,89,2,D1_P1_Large_R1,D1,1,0.5,0.1,Large,1,False,False,D1,8,Small,False,D1_to_D1,sameDisplay,
G,training,91,2,D2_P7_Large_R1,D2,7,0.5,0.9,Large,1,True,False,D2,0,Medium,True,D2_to_D2,sameDisplay,
G,training,93,2,D2_P3_Small_R1,D2,3,0.1,0.5,Small,1,True,False,D1,2,Medium,False,D1_to_D2,crossDisplay,
G,training,94,2,D2_P1_Large_R1,D2,1,0.5,0.1,Large,1,True,True,D2,3,Small,False,D2_to_D2,sameDisplay,back_no_to_occ
G,training,95,2,D2_P2_Large_R1,D2,2,0.9,0.1,Large,1,True,True,D2,1,Large,True,D2_to_D2,sameDisplay,occ_to_occ
G,training,97,2,D2_P6_Large_R1,D2,6,0.1,0.9,Large,1,True,False,D1,8,Medium,False,D1_to_D2,crossDisplay,
G,training,100,2,D1_P6_Small_R1,D1,6,0.1,0.9,Small,1,False,False,D2,4,Medium,False,D2_to_D1,crossDisplay,
G,training,101,2,D2_P7_Small_R1,D2,7,0.5,0.9,Small,1,True,False,D1,6,Small,False,D1_to_D2,crossDisplay,
G,training,102,2,D1_P7_Small_R1,D1,7,0.5,0.9,Small,1,False,False,D2,7,Small,False,D2_to_D1,crossDisplay,
G,training,103,2,D2_P4_Small_R1,D2,4,0.5,0.5,Small,1,True,False,D1,7,Small,False,D1_to_D2,crossDisplay,
G,training,105,2,D2_P2_Small_R1,D2,2,0.9,0.1,Small,1,True,True,D2,7,Medium,False,D2_to_D2,sameDisplay,back_no_to_occ
G,training,106,2,D1_P0_Small_R1,D1,0,0.1,0.1,Small,1,False,False,D2,2,Small,True,D2_to_D1,crossDisplay,
G,training,107,2,D2_P4_Large_R1,D2,4,0.5,0.5,Large,1,True,False,D1,0,Small,False,D1_to_D2,crossDisplay,
G,training,108,2,D1_P8_Large_R1,D1,8,0.9,0.9,Large,1,False,False,D2,4,Large,False,D2_to_D1,crossDisplay,
